"Year","Region","Title","DetailUrl","PdfUrl","FilePath"
"2013","shandong","2013山东高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3816.html","https://cdn.att.tthaoke.com/testpaper/release/f/fdd5ee2e85af825fd675df72456337da/2013山东高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2013\shandong\2013山东高考理综化学试题及答案.pdf"
"2013","tianjin","2013年天津高考理综化学试题含答案WORD","https://www.tthaoke.com/shijuan_3818.html","https://cdn.att.tthaoke.com/testpaper/release/c/cd988255d467f5b87dc9872d74c284a4/2013年天津高考理综化学试题含答案WORD.pdf","D:\Desktop\gaokao-chem\2013\tianjin\2013年天津高考理综化学试题含答案WORD.pdf"
"2013","zhejiang","2013年浙江高考化学试题及答案","https://www.tthaoke.com/shijuan_3817.html","https://cdn.att.tthaoke.com/testpaper/release/6/6f7d3ee91d0449d5927b7a850338e56a/2013年浙江高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2013\zhejiang\2013年浙江高考化学试题及答案.pdf"
"2014","beijing","2014北京高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3815.html","https://cdn.att.tthaoke.com/testpaper/release/4/49aa2e380feea73888631b886317cee1/2014北京高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2014\beijing\2014北京高考理综化学试题及答案.pdf"
"2014","hainan","2014年海南高考化学试题及答案","https://www.tthaoke.com/shijuan_3812.html","https://cdn.att.tthaoke.com/testpaper/release/9/9ca6682ce1a1fb41178c779af06b39d7/2014年海南高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2014\hainan\2014年海南高考化学试题及答案.pdf"
"2014","jiangsu","2014江苏高考化学试题及答案","https://www.tthaoke.com/shijuan_3814.html","https://cdn.att.tthaoke.com/testpaper/release/3/36734c57712bf0c9689cf0485aeb33a3/2014江苏高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2014\jiangsu\2014江苏高考化学试题及答案.pdf"
"2014","shandong","2014山东高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3807.html","https://cdn.att.tthaoke.com/testpaper/release/8/8348e279192f8b1594db80770bf02942/2014山东高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2014\shandong\2014山东高考理综化学试题及答案.pdf"
"2014","tianjin","2014年天津高考理综化学试题含答案WORD","https://www.tthaoke.com/shijuan_3806.html","https://cdn.att.tthaoke.com/testpaper/release/7/7223d23322452b0870bf961177392dec/2014年天津高考理综化学试题含答案WORD.pdf","D:\Desktop\gaokao-chem\2014\tianjin\2014年天津高考理综化学试题含答案WORD.pdf"
"2014","zhejiang","2014年高考浙江化学试题及答案","https://www.tthaoke.com/shijuan_3813.html","https://cdn.att.tthaoke.com/testpaper/release/8/888af98db05a62fd7bfe5eca8e1fecb3/2014年高考浙江化学试题及答案.pdf","D:\Desktop\gaokao-chem\2014\zhejiang\2014年高考浙江化学试题及答案.pdf"
"2015","beijing","2015北京高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3808.html","https://cdn.att.tthaoke.com/testpaper/release/f/f29279a1ed331db7bdb7a57daef58604/2015北京高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2015\beijing\2015北京高考理综化学试题及答案.pdf"
"2015","hainan","2015年海南高考化学试题及答案","https://www.tthaoke.com/shijuan_3776.html","https://cdn.att.tthaoke.com/testpaper/release/4/4327f7dfee70b504fd5fd52ad537288d/2015年海南高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2015\hainan\2015年海南高考化学试题及答案.pdf"
"2015","jiangsu","2015江苏高考化学试题及答案","https://www.tthaoke.com/shijuan_3804.html","https://cdn.att.tthaoke.com/testpaper/release/4/463e4b9617899dc49dd5cac47a8c1fa7/2015江苏高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2015\jiangsu\2015江苏高考化学试题及答案.pdf"
"2015","shandong","2015山东高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3771.html","https://cdn.att.tthaoke.com/testpaper/release/1/12b94792c42913354380af278947a7db/2015山东高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2015\shandong\2015山东高考理综化学试题及答案.pdf"
"2015","zhejiang","2015年高考浙江化学试题及答案","https://www.tthaoke.com/shijuan_3777.html","https://cdn.att.tthaoke.com/testpaper/release/e/e95a3d10adf6f4ac1270799ea76f2d09/2015年高考浙江化学试题及答案.pdf","D:\Desktop\gaokao-chem\2015\zhejiang\2015年高考浙江化学试题及答案.pdf"
"2016","beijing","2016北京高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3770.html","https://cdn.att.tthaoke.com/testpaper/release/a/aa99af3de116937b78452d4f8838762c/2016北京高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\beijing\2016北京高考理综化学试题及答案.pdf"
"2016","beijing","2016年北京市高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3921.html","https://cdn.att.tthaoke.com/testpaper/release/1/1cbaba068a7ef892d46411ca8168f59b/2016年北京市高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\beijing\2016年北京市高考理综化学试题及答案.pdf"
"2016","hainan","2016年海南高考化学试题及答案","https://www.tthaoke.com/shijuan_3765.html","https://cdn.att.tthaoke.com/testpaper/release/6/6876b6b04a7976eabce6d7a7d5fd5df4/2016年海南高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\hainan\2016年海南高考化学试题及答案.pdf"
"2016","hainan","2016年海南省高考化学试题及答案","https://www.tthaoke.com/shijuan_3916.html","https://cdn.att.tthaoke.com/testpaper/release/c/c5bb4297c70caccaf027f30e3b88f767/2016年海南省高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\hainan\2016年海南省高考化学试题及答案.pdf"
"2016","jiangsu","2016江苏高考化学试题及答案","https://www.tthaoke.com/shijuan_3769.html","https://cdn.att.tthaoke.com/testpaper/release/6/63a89e264fbd8c5b68a7a19c2367c27b/2016江苏高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\jiangsu\2016江苏高考化学试题及答案.pdf"
"2016","jiangsu","2016年江苏省高考化学试题及答案","https://www.tthaoke.com/shijuan_3915.html","https://cdn.att.tthaoke.com/testpaper/release/a/a536fa84a5d99f2ab798bc989b03ee6c/2016年江苏省高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\jiangsu\2016年江苏省高考化学试题及答案.pdf"
"2016","other","2016年高考理综化学全国Ⅰ卷试题及答案","https://www.tthaoke.com/shijuan_3919.html","https://cdn.att.tthaoke.com/testpaper/release/f/f7a3896e40f5842abc6e395a174d9790/2016年高考理综化学全国Ⅰ卷试题及答案.pdf","D:\Desktop\gaokao-chem\2016\other\2016年高考理综化学全国Ⅰ卷试题及答案.pdf"
"2016","other","2016年高考理综化学全国Ⅱ卷试题及答案","https://www.tthaoke.com/shijuan_3918.html","https://cdn.att.tthaoke.com/testpaper/release/5/516e209481c35b1994b21589a9b205fc/2016年高考理综化学全国Ⅱ卷试题及答案.pdf","D:\Desktop\gaokao-chem\2016\other\2016年高考理综化学全国Ⅱ卷试题及答案.pdf"
"2016","other","2016年高考理综化学全国Ⅲ卷试题及答案","https://www.tthaoke.com/shijuan_3917.html","https://cdn.att.tthaoke.com/testpaper/release/4/4a1a8227edd79ca754aaf9e5ace54a7b/2016年高考理综化学全国Ⅲ卷试题及答案.pdf","D:\Desktop\gaokao-chem\2016\other\2016年高考理综化学全国Ⅲ卷试题及答案.pdf"
"2016","shandong","2016山东高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3759.html","https://cdn.att.tthaoke.com/testpaper/release/6/645a4c91d09e207de107bfe87fb4fbcf/2016山东高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\shandong\2016山东高考理综化学试题及答案.pdf"
"2016","shanghai","2016年上海市高考化学试题及答案","https://www.tthaoke.com/shijuan_3913.html","https://cdn.att.tthaoke.com/testpaper/release/5/50fc74330ddca0d0c725435049bfc96a/2016年上海市高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\shanghai\2016年上海市高考化学试题及答案.pdf"
"2016","sichuan","2016年四川省高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3912.html","https://cdn.att.tthaoke.com/testpaper/release/4/4ad88f62175344ef1854a8274dc9c7e9/2016年四川省高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\sichuan\2016年四川省高考理综化学试题及答案.pdf"
"2016","tianjin","2016年天津高考理综化学试题含答案WORD","https://www.tthaoke.com/shijuan_3760.html","https://cdn.att.tthaoke.com/testpaper/release/d/d4f1c70428c7b6ddae9dbd0f5a41ca4e/2016年天津高考理综化学试题含答案WORD.pdf","D:\Desktop\gaokao-chem\2016\tianjin\2016年天津高考理综化学试题含答案WORD.pdf"
"2016","tianjin","2016年天津市高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3909.html","https://cdn.att.tthaoke.com/testpaper/release/0/02decf2b67f24ec93a917a6fd4f2456c/2016年天津市高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\tianjin\2016年天津市高考理综化学试题及答案.pdf"
"2016","zhejiang","2016年高考浙江化学试题及答案","https://www.tthaoke.com/shijuan_3766.html","https://cdn.att.tthaoke.com/testpaper/release/9/95590716e7cc21d28839cd43ee0d9de8/2016年高考浙江化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\zhejiang\2016年高考浙江化学试题及答案.pdf"
"2016","zhejiang","2016年浙江省高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3911.html","https://cdn.att.tthaoke.com/testpaper/release/9/976cb48b3b6839ad37730cc093197cd1/2016年浙江省高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2016\zhejiang\2016年浙江省高考理综化学试题及答案.pdf"
"2017","beijing","2017北京高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3756.html","https://cdn.att.tthaoke.com/testpaper/release/8/8118f976a33ed082792d99959d42b8fd/2017北京高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2017\beijing\2017北京高考理综化学试题及答案.pdf"
"2017","tianjin","2017年天津高考理综化学试题含答案WORD","https://www.tthaoke.com/shijuan_3748.html","https://cdn.att.tthaoke.com/testpaper/release/8/855210e96e293621698ab44dc709d088/2017年天津高考理综化学试题含答案WORD.pdf","D:\Desktop\gaokao-chem\2017\tianjin\2017年天津高考理综化学试题含答案WORD.pdf"
"2018","beijing","2018北京高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3753.html","https://cdn.att.tthaoke.com/testpaper/release/b/b82a72478cf16c4ac50ee4aa4c3dc16c/2018北京高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2018\beijing\2018北京高考理综化学试题及答案.pdf"
"2018","shandong","2018山东高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3736.html","https://cdn.att.tthaoke.com/testpaper/release/1/1ad0928fce8f329f0b9ee446fac8397b/2018山东高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2018\shandong\2018山东高考理综化学试题及答案.pdf"
"2018","tianjin","2018年天津高考理综化学试题含答案WORD","https://www.tthaoke.com/shijuan_3737.html","https://cdn.att.tthaoke.com/testpaper/release/8/8d25349e4fd9cd37f78072e52e4b6b90/2018年天津高考理综化学试题含答案WORD.pdf","D:\Desktop\gaokao-chem\2018\tianjin\2018年天津高考理综化学试题含答案WORD.pdf"
"2019","beijing","2019北京高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3735.html","https://cdn.att.tthaoke.com/testpaper/release/4/4b2f322a317e6c075d5aaf0dfe1c1d0b/2019北京高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2019\beijing\2019北京高考理综化学试题及答案.pdf"
"2019","hainan","2019年海南高考化学试题及答案","https://www.tthaoke.com/shijuan_3730.html","https://cdn.att.tthaoke.com/testpaper/release/4/4009ec5648e8358ebbe2609999c579fc/2019年海南高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2019\hainan\2019年海南高考化学试题及答案.pdf"
"2019","jiangsu","2019江苏高考化学试题及答案","https://www.tthaoke.com/shijuan_3734.html","https://cdn.att.tthaoke.com/testpaper/release/7/7d813c0b5d2b6036427ab70b48444a70/2019江苏高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2019\jiangsu\2019江苏高考化学试题及答案.pdf"
"2019","shandong","2019山东高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3801.html","https://cdn.att.tthaoke.com/testpaper/release/8/8355b49a304936fbf63b48fc1a9c673f/2019山东高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2019\shandong\2019山东高考理综化学试题及答案.pdf"
"2019","tianjin","2019年天津高考理综化学试题含答案WORD","https://www.tthaoke.com/shijuan_3802.html","https://cdn.att.tthaoke.com/testpaper/release/1/19a91d5c14226d48e786fd2a3fb1887f/2019年天津高考理综化学试题含答案WORD.pdf","D:\Desktop\gaokao-chem\2019\tianjin\2019年天津高考理综化学试题含答案WORD.pdf"
"2020","beijing","2020年北京市高考化学试卷（原卷版）","https://www.tthaoke.com/shijuan_3796.html","https://cdn.att.tthaoke.com/testpaper/release/0/0d49f0f5e2537d2810fcb246e27e2c0c/2020年北京市高考化学试卷（原卷版）.pdf","D:\Desktop\gaokao-chem\2020\beijing\2020年北京市高考化学试卷（原卷版）.pdf"
"2020","hainan","2020年海南高考化学试题及答案","https://www.tthaoke.com/shijuan_3795.html","https://cdn.att.tthaoke.com/testpaper/release/2/29fef84bb5e3f3d7d68e4a1eadf6eaa3/2020年海南高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2020\hainan\2020年海南高考化学试题及答案.pdf"
"2020","jiangsu","2020江苏高考化学试题及答案","https://www.tthaoke.com/shijuan_3800.html","https://cdn.att.tthaoke.com/testpaper/release/6/6a0aedf50efb38697161bdfca0dc3576/2020江苏高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2020\jiangsu\2020江苏高考化学试题及答案.pdf"
"2020","shandong","2020山东高考理综化学试题及答案","https://www.tthaoke.com/shijuan_3789.html","https://cdn.att.tthaoke.com/testpaper/release/2/250fdda04df8b68e19dacb6c5b49bd42/2020山东高考理综化学试题及答案.pdf","D:\Desktop\gaokao-chem\2020\shandong\2020山东高考理综化学试题及答案.pdf"
"2020","tianjin","2020年天津高考理综化学试题含答案WORD","https://www.tthaoke.com/shijuan_3790.html","https://cdn.att.tthaoke.com/testpaper/release/c/c3f577119344df9b0bb02c15908d961c/2020年天津高考理综化学试题含答案WORD.pdf","D:\Desktop\gaokao-chem\2020\tianjin\2020年天津高考理综化学试题含答案WORD.pdf"
"2021","guangdong","2021年高考真题—— 化学（广东卷）(原卷版）","https://www.tthaoke.com/shijuan_3785.html","https://cdn.att.tthaoke.com/testpaper/release/c/cee5cabf74a20ebe9be4b6543deb2007/2021年高考真题——化学（广东卷）(原卷版）.pdf","D:\Desktop\gaokao-chem\2021\guangdong\2021年高考真题—— 化学（广东卷）(原卷版）.pdf"
"2021","guangdong","2021年广东高考化学试题及答案","https://www.tthaoke.com/shijuan_75150.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/5/598e7b712a5bc506de272ba28f1dc6bf/2021年广东高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2021\guangdong\2021年广东高考化学试题及答案.pdf"
"2021","other","2021年新高考一卷化学试题及答案","https://www.tthaoke.com/shijuan_75158.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/4/49f58c36748e835445f0b21845ec5f41/2021年新高考一卷化学试题及答案.pdf","D:\Desktop\gaokao-chem\2021\other\2021年新高考一卷化学试题及答案.pdf"
"2021","shandong","2021年高考真题化学(山东卷)（原卷版）","https://www.tthaoke.com/shijuan_3780.html","https://cdn.att.tthaoke.com/testpaper/release/e/ee06b174b56915a8f29b06981473bdb7/2021年高考真题化学(山东卷)（原卷版）.pdf","D:\Desktop\gaokao-chem\2021\shandong\2021年高考真题化学(山东卷)（原卷版）.pdf"
"2021","xinkebiao","2021年全国统一高考化学试卷（新课标ⅰ）（原卷版）","https://www.tthaoke.com/shijuan_3725.html","https://cdn.att.tthaoke.com/testpaper/release/2/29fe8150adb1ab80d1fd16c3bf7a4e7d/2021年全国统一高考化学试卷（新课标ⅰ）（原卷版）.pdf","D:\Desktop\gaokao-chem\2021\xinkebiao\2021年全国统一高考化学试卷（新课标ⅰ）（原卷版）.pdf"
"2022","hainan","2022年海南省高考真题化学试题（原卷版）","https://www.tthaoke.com/shijuan_3714.html","https://cdn.att.tthaoke.com/testpaper/release/2/27ab1339f80863db7d517d552db379b4/2022年海南省高考真题化学试题（原卷版）.pdf","D:\Desktop\gaokao-chem\2022\hainan\2022年海南省高考真题化学试题（原卷版）.pdf"
"2022","hubei","2022年湖北高考化学试题及答案","https://www.tthaoke.com/shijuan_74999.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/1/1aa1365e7cb822d66fe99e8f852d455b/2022年湖北高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2022\hubei\2022年湖北高考化学试题及答案.pdf"
"2022","hubei","2022年湖北省高考真题化学试题（原卷版）","https://www.tthaoke.com/shijuan_3712.html","https://cdn.att.tthaoke.com/testpaper/release/8/8ef1589d99fa80c102fddf448047fca5/2022年湖北省高考真题化学试题（原卷版）.pdf","D:\Desktop\gaokao-chem\2022\hubei\2022年湖北省高考真题化学试题（原卷版）.pdf"
"2022","jiangsu","2022年江苏省高考真题化学试题（原卷版）","https://www.tthaoke.com/shijuan_3708.html","https://cdn.att.tthaoke.com/testpaper/release/c/c11d4035daad6be1b4493e19347cb235/2022年江苏省高考真题化学试题（原卷版）.pdf","D:\Desktop\gaokao-chem\2022\jiangsu\2022年江苏省高考真题化学试题（原卷版）.pdf"
"2022","liaoning","2022年辽宁省高考真题化学试题（原卷版）","https://www.tthaoke.com/shijuan_3706.html","https://cdn.att.tthaoke.com/testpaper/release/5/56a5d2be47167b1b0966b4e93c5aed1c/2022年辽宁省高考真题化学试题（原卷版）.pdf","D:\Desktop\gaokao-chem\2022\liaoning\2022年辽宁省高考真题化学试题（原卷版）.pdf"
"2022","quanguo_yi","2022年全国统一高考化学试卷（全国乙卷）（原卷版）","https://www.tthaoke.com/shijuan_3703.html","https://cdn.att.tthaoke.com/testpaper/release/b/bb61cc267aff534e2bb3048a81467a01/2022年全国统一高考化学试卷（全国乙卷）（原卷版）.pdf","D:\Desktop\gaokao-chem\2022\quanguo_yi\2022年全国统一高考化学试卷（全国乙卷）（原卷版）.pdf"
"2022","shandong","2022年新高考山东化学高考真题（原卷版）","https://www.tthaoke.com/shijuan_3699.html","https://cdn.att.tthaoke.com/testpaper/release/5/50af35ac112808509f3793b6dc7cad8f/2022年新高考山东化学高考真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2022\shandong\2022年新高考山东化学高考真题（原卷版）.pdf"
"2022","tianjin","2022年天津高考化学试题及答案","https://www.tthaoke.com/shijuan_74939.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/7/75a034695582b30ed17d33b3421ea1e1/2022年天津高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2022\tianjin\2022年天津高考化学试题及答案.pdf"
"2022","zhejiang","2022年浙江高考化学试题及答案","https://www.tthaoke.com/shijuan_75060.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/b/bde1c88301836174dd969308d288e731/2022年浙江高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2022\zhejiang\2022年浙江高考化学试题及答案.pdf"
"2023","hubei","2023湖北高考化学试题及答案","https://www.tthaoke.com/shijuan_74869.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/3/3e3a4850cf923b7bb8884964381a08e4/2023湖北高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2023\hubei\2023湖北高考化学试题及答案.pdf"
"2023","hubei","2023年高考湖北卷化学真题（原卷版）","https://www.tthaoke.com/shijuan_3693.html","https://cdn.att.tthaoke.com/testpaper/release/b/b1c9149e85b6fb0f589f376f3c068926/2023年高考湖北卷化学真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\hubei\2023年高考湖北卷化学真题（原卷版）.pdf"
"2023","hunan","2023年高考湖南卷化学真题（原卷版）","https://www.tthaoke.com/shijuan_3691.html","https://cdn.att.tthaoke.com/testpaper/release/7/76864f61ff99bec8763e9a1eec45ec11/2023年高考湖南卷化学真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\hunan\2023年高考湖南卷化学真题（原卷版）.pdf"
"2023","liaoning","2023年高考辽宁卷化学真题（原卷版）","https://www.tthaoke.com/shijuan_3689.html","https://cdn.att.tthaoke.com/testpaper/release/b/b9710838dbbedbc755dc5f81dbe8724b/2023年高考辽宁卷化学真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\liaoning\2023年高考辽宁卷化学真题（原卷版）.pdf"
"2023","quanguo_jia","2023年高考全国甲卷化学真题（原卷版）","https://www.tthaoke.com/shijuan_3687.html","https://cdn.att.tthaoke.com/testpaper/release/8/81bc3166a4abf7efb1629d1aef7ba0b2/2023年高考全国甲卷化学真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\quanguo_jia\2023年高考全国甲卷化学真题（原卷版）.pdf"
"2023","quanguo_yi","2023年高考全国乙卷化学真题（原卷版）","https://www.tthaoke.com/shijuan_3685.html","https://cdn.att.tthaoke.com/testpaper/release/d/dad6bf8594654d696dd493222c5aec89/2023年高考全国乙卷化学真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\quanguo_yi\2023年高考全国乙卷化学真题（原卷版）.pdf"
"2023","shandong","2023年高考山东卷化学真题（原卷版）","https://www.tthaoke.com/shijuan_3683.html","https://cdn.att.tthaoke.com/testpaper/release/0/0ebb494c9ba21eef6ba5baa259594251/2023年高考山东卷化学真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\shandong\2023年高考山东卷化学真题（原卷版）.pdf"
"2023","shandong","2023山东高考化学试题及答案","https://www.tthaoke.com/shijuan_74863.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/2/2a9516a02c44573a2c46554050ffdb63/2023山东高考化学试题及答案.pdf","D:\Desktop\gaokao-chem\2023\shandong\2023山东高考化学试题及答案.pdf"
"2023","shanghai","2023年上海高考化学试题","https://www.tthaoke.com/shijuan_74833.html","https://cdn.att.tthaoke.com/testpaper/RELEASE/b/b2b8f8aadc2885d9d31e2b66093d0dd1/2023年上海高考化学试题.pdf","D:\Desktop\gaokao-chem\2023\shanghai\2023年上海高考化学试题.pdf"
"2023","xinkebiao","2023年高考新课标理综化学真题（原卷版）","https://www.tthaoke.com/shijuan_3679.html","https://cdn.att.tthaoke.com/testpaper/release/e/e78a0223218977e14946249b9b024a42/2023年高考新课标理综化学真题（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\xinkebiao\2023年高考新课标理综化学真题（原卷版）.pdf"
"2023","zhejiang","2023年高考浙江卷化学真题（6月）（原卷版）","https://www.tthaoke.com/shijuan_3681.html","https://cdn.att.tthaoke.com/testpaper/release/6/6c69838576c78b2b338705de4b34a338/2023年高考浙江卷化学真题（6月）（原卷版）.pdf","D:\Desktop\gaokao-chem\2023\zhejiang\2023年高考浙江卷化学真题（6月）（原卷版）.pdf"
